group1	group2	p_value	effect_size	clin_feature	padjust	log10padjust	cancer	principal_component
[Not Applicable]	Progressive Disease	0.038	0.2047229136343	treatment_outcome_first_course	0.0643764705882353	1.19127283700223	LGG	PC1
[Not Applicable]	Stable Disease	0.276	0.0907599003380632	treatment_outcome_first_course	0.378514285714286	0.421917724909471	LGG	PC1
Complete Remission/Response	Partial Remission/Response	0.305	0.0733027791183683	treatment_outcome_first_course	0.402935779816514	0.394764166498588	LGG	PC1
Complete Remission/Response	Progressive Disease	0.107	0.105325275972603	treatment_outcome_first_course	0.1605	0.794524963259109	LGG	PC1
Complete Remission/Response	Stable Disease	0.493	0.0412120409500407	treatment_outcome_first_course	0.596571428571429	0.224337550020051	LGG	PC1
Partial Remission/Response	Progressive Disease	0.723	0.027845287381854	treatment_outcome_first_course	0.80706976744186	0.0930889209094685	LGG	PC1
Partial Remission/Response	Stable Disease	0.152	0.100075559474465	treatment_outcome_first_course	0.21888	0.659793919959978	LGG	PC1
Progressive Disease	Stable Disease	0.035	0.134691494200454	treatment_outcome_first_course	0.06	1.22184874961636	LGG	PC1
IGC	NCH	0.003	0.131884122049763	BCR	0.00644776119402985	2.19059105588591	LGG	PC1
No	Yes	0.062	0.0826304525326491	Whole.genome	0.0992	1.00348832784582	LGG	PC1
No	Yes	0.587	0.0241139029791272	RNAseq	0.670857142857143	0.173369951774699	LGG	PC1
No	Yes	0.05	0.0867406581982992	SNP6	0.0808988764044944	1.09205751021364	LGG	PC1
No	Yes	1.09e-08	0.252903982542135	RPPA	6.2784e-08	7.20215101863616	LGG	PC1
astrocytoma	oligoastrocytoma	9.68e-05	0.233446903383841	Histology	0.000258133333333333	3.58815591041933	LGG	PC1
astrocytoma	oligodendroglioma	8.61e-10	0.332167664496487	Histology	5.63563636363636e-09	8.2490570372733	LGG	PC1
oligoastrocytoma	oligodendroglioma	0.022	0.13520287468516	Histology	0.0391111111111111	1.40769984596119	LGG	PC1
grade_G2	grade_G3	3.89e-11	0.310497947363775	Grade	4.30892307692308e-10	9.36563125888588	LGG	PC1
female	male	0.822	0.0105664861494577	Gender	0.864	0.0634862575211067	LGG	PC1
Mutant	WT	1.38e-11	0.299954653088345	IDH.status	1.80654545454545e-10	9.74315110666174	LGG	PC1
codel	non-codel	8.5e-11	0.287176306761452	X1p.19q.codeletion	7.65e-10	9.11633856484638	LGG	PC1
IDHmut-codel	IDHmut-non-codel	1.26e-06	0.238148438462732	IDH.codel.subtype	5.04e-06	5.29756946355447	LGG	PC1
IDHmut-codel	IDHwt	1.63e-13	0.455756913144503	IDH.codel.subtype	2.934e-12	11.5325398904927	LGG	PC1
IDHmut-non-codel	IDHwt	8.29e-08	0.290758364051613	IDH.codel.subtype	4.26342857142857e-07	6.3702410086967	LGG	PC1
Methylated	Unmethylated	2.57e-06	0.208057834429191	MGMT.promoter.status	8.60651162790698e-06	5.06517284015304	LGG	PC1
Gain chr 7 & loss chr 10	No combined CNA	9.74e-12	0.302176386232259	Chr.7.gain.Chr.10.loss	1.40256e-10	9.85307855102613	LGG	PC1
Gain chr 19/20	No chr 19/20 gain	0.008	0.118235799249395	Chr.19.20.co.gain	0.0155675675675676	1.80777924064378	LGG	PC1
Expressed	Not expressed	0.326	0.0435467074789982	TERT.expression.status	0.426763636363636	0.369812592995036	LGG	PC1
Mutant	WT	0.406	0.0368834337584586	ATRX.status	0.507724137931034	0.294372189124327	LGG	PC1
Mutant	WT	0.281	0.047954035737914	DAXX.status	0.380859813084112	0.41923485006567	LGG	PC1
Mutant	WT	0.394	0.0379699147325439	BRAF.V600E.status	0.497684210526316	0.303046137415649	LGG	PC1
Fusion	WT	0.924	0.00438696225993535	BRAF.KIAA1549.fusion	0.964173913043478	0.0158446230858801	LGG	PC1
IDHmut-codel	IDHmut-non-codel	1.34e-06	0.237889689145576	Original.Subtype	5.21513513513514e-06	5.28273443360694	LGG	PC1
IDHmut-codel	IDHwt	1.61e-13	0.454961340773682	Original.Subtype	2.934e-12	11.5325398904927	LGG	PC1
IDHmut-non-codel	IDHwt	9.73e-08	0.289180151495997	Original.Subtype	4.83144827586207e-07	6.31592266553535	LGG	PC1
CL	ME	0.001	0.388184166116946	Transcriptome.Subtype	0.00236065573770492	2.62696734291552	LGG	PC1
CL	NE	2.49e-14	0.642106277465254	Transcriptome.Subtype	7.1712e-13	12.144408165145	LGG	PC1
CL	PN	4.92e-09	0.365700693249023	Transcriptome.Subtype	3.08034782608696e-08	7.51140024115498	LGG	PC1
ME	NE	2.62e-15	0.683348501227122	Transcriptome.Subtype	9.432e-14	13.025396207913	LGG	PC1
ME	PN	5.82e-13	0.456665712945782	Transcriptome.Subtype	9.312e-12	11.0309570326942	LGG	PC1
NE	PN	1.06e-05	0.245146773355521	Transcriptome.Subtype	3.11510204081633e-05	4.50652772266849	LGG	PC1
cluster_LGr1	cluster_LGr2	9.83e-11	0.450833187379195	Pan.Glioma.RNA.Expression.Cluster	7.864e-10	9.10435649517592	LGG	PC1
cluster_LGr1	cluster_LGr3	0.262	0.0603783436693458	Pan.Glioma.RNA.Expression.Cluster	0.362769230769231	0.440369555883785	LGG	PC1
cluster_LGr1	cluster_LGr4	5.43e-09	0.414660041112413	Pan.Glioma.RNA.Expression.Cluster	3.258e-08	7.48704892002751	LGG	PC1
cluster_LGr2	cluster_LGr3	6.51e-18	0.489806855129763	Pan.Glioma.RNA.Expression.Cluster	3.648e-16	15.4379451703436	LGG	PC1
cluster_LGr2	cluster_LGr4	1.57e-22	0.767450586177846	Pan.Glioma.RNA.Expression.Cluster	2.2608e-20	19.6457378554955	LGG	PC1
cluster_LGr3	cluster_LGr4	9.26e-11	0.37284705328641	Pan.Glioma.RNA.Expression.Cluster	7.84376470588235e-10	9.10547544260109	LGG	PC1
cluster_IDHmut-R1	cluster_IDHmut-R2	1.36e-07	0.369998795933139	IDH.specific.RNA.Expression.Cluster	6.528e-07	6.1852198542542	LGG	PC1
cluster_IDHmut-R1	cluster_IDHmut-R3	0.013	0.139754828124978	IDH.specific.RNA.Expression.Cluster	0.024	1.61978875828839	LGG	PC1
cluster_IDHmut-R1	cluster_IDHwt-R1	3.05e-05	0.382646716108458	IDH.specific.RNA.Expression.Cluster	8.44615384615385e-05	4.07334101219276	LGG	PC1
cluster_IDHmut-R1	cluster_IDHwt-R2	3.44e-07	0.440610967928503	IDH.specific.RNA.Expression.Cluster	1.41531428571429e-06	5.8491471096835	LGG	PC1
cluster_IDHmut-R1	cluster_IDHwt-R3	0.002	0.26630251156313	IDH.specific.RNA.Expression.Cluster	0.0045	2.34678748622466	LGG	PC1
cluster_IDHmut-R1	cluster_IDHwt-R4	0.393	0.0737772283444092	IDH.specific.RNA.Expression.Cluster	0.497684210526316	0.303046137415649	LGG	PC1
cluster_IDHmut-R2	cluster_IDHmut-R3	7.6e-18	0.492786421412501	IDH.specific.RNA.Expression.Cluster	3.648e-16	15.4379451703436	LGG	PC1
cluster_IDHmut-R2	cluster_IDHwt-R1	2.92e-08	0.529254348756036	IDH.specific.RNA.Expression.Cluster	1.55733333333333e-07	6.80761842061532	LGG	PC1
cluster_IDHmut-R2	cluster_IDHwt-R2	8.38e-14	0.667883243696744	IDH.specific.RNA.Expression.Cluster	2.0112e-12	11.6965447396581	LGG	PC1
cluster_IDHmut-R2	cluster_IDHwt-R3	3.34e-10	0.57141680508803	IDH.specific.RNA.Expression.Cluster	2.53136842105263e-09	8.59664464204601	LGG	PC1
cluster_IDHmut-R2	cluster_IDHwt-R4	3.85e-06	0.411764892660488	IDH.specific.RNA.Expression.Cluster	1.232e-05	4.90938929217159	LGG	PC1
cluster_IDHmut-R3	cluster_IDHwt-R1	4.51e-05	0.274590452560352	IDH.specific.RNA.Expression.Cluster	0.000122535849056604	3.91173683562758	LGG	PC1
cluster_IDHmut-R3	cluster_IDHwt-R2	1.48e-06	0.313426671131982	IDH.specific.RNA.Expression.Cluster	5.46461538461538e-06	5.26244039953629	LGG	PC1
cluster_IDHmut-R3	cluster_IDHwt-R3	0.046	0.131166148531199	IDH.specific.RNA.Expression.Cluster	0.0752727272727273	1.12336234837334	LGG	PC1
cluster_IDHmut-R3	cluster_IDHwt-R4	0.458	0.0482647908307344	IDH.specific.RNA.Expression.Cluster	0.563692307692308	0.248957891647043	LGG	PC1
cluster_IDHwt-R1	cluster_IDHwt-R2	0.533	0.100635496515206	IDH.specific.RNA.Expression.Cluster	0.618967741935484	0.208331984040413	LGG	PC1
cluster_IDHwt-R1	cluster_IDHwt-R3	0.007	0.439339196818398	IDH.specific.RNA.Expression.Cluster	0.0138082191780822	1.85986232801095	LGG	PC1
cluster_IDHwt-R1	cluster_IDHwt-R4	4.34e-06	0.64861883926808	IDH.specific.RNA.Expression.Cluster	1.35860869565217e-05	4.86690561007381	LGG	PC1
cluster_IDHwt-R2	cluster_IDHwt-R3	0.009	0.358909945175101	IDH.specific.RNA.Expression.Cluster	0.01728	1.76245626185713	LGG	PC1
cluster_IDHwt-R2	cluster_IDHwt-R4	3.2e-06	0.585653782887364	IDH.specific.RNA.Expression.Cluster	1.04727272727273e-05	4.97994020607103	LGG	PC1
cluster_IDHwt-R3	cluster_IDHwt-R4	0.024	0.309258563043734	IDH.specific.RNA.Expression.Cluster	0.0421463414634146	1.37524011857686	LGG	PC1
cluster_LGm1	cluster_LGm2	0.005	0.164343261455942	Pan.Glioma.DNA.Methylation.Cluster	0.0104347826086957	1.98151659430599	LGG	PC1
cluster_LGm1	cluster_LGm3	0.000277	0.283208666726405	Pan.Glioma.DNA.Methylation.Cluster	0.000725236363636364	3.13952042833455	LGG	PC1
cluster_LGm1	cluster_LGm4	0.04	0.252611403502252	Pan.Glioma.DNA.Methylation.Cluster	0.0662068965517241	1.17909676919541	LGG	PC1
cluster_LGm1	cluster_LGm5	0.016	0.255830104348992	Pan.Glioma.DNA.Methylation.Cluster	0.0291645569620253	1.53514461653927	LGG	PC1
cluster_LGm1	cluster_LGm6	0.296	0.126184023679723	Pan.Glioma.DNA.Methylation.Cluster	0.394666666666667	0.403769552332762	LGG	PC1
cluster_LGm2	cluster_LGm3	0.017	0.123757211378603	Pan.Glioma.DNA.Methylation.Cluster	0.0306	1.51427857351842	LGG	PC1
cluster_LGm2	cluster_LGm4	2.2e-06	0.286093141449853	Pan.Glioma.DNA.Methylation.Cluster	7.54285714285714e-06	5.12246411748044	LGG	PC1
cluster_LGm2	cluster_LGm5	7.81e-10	0.35744331859205	Pan.Glioma.DNA.Methylation.Cluster	5.35542857142857e-09	8.27120576876137	LGG	PC1
cluster_LGm2	cluster_LGm6	0.283	0.0644416150267975	Pan.Glioma.DNA.Methylation.Cluster	0.380859813084112	0.41923485006567	LGG	PC1
cluster_LGm3	cluster_LGm4	7.33e-06	0.372598318999623	Pan.Glioma.DNA.Methylation.Cluster	2.199e-05	4.65777477063921	LGG	PC1
cluster_LGm3	cluster_LGm5	1.27e-08	0.440451986682551	Pan.Glioma.DNA.Methylation.Cluster	7.03384615384615e-08	7.15280713491961	LGG	PC1
cluster_LGm3	cluster_LGm6	0.039	0.169162496110278	Pan.Glioma.DNA.Methylation.Cluster	0.0653023255813954	1.18507135212182	LGG	PC1
cluster_LGm4	cluster_LGm5	0.969	0.00550185943742968	Pan.Glioma.DNA.Methylation.Cluster	0.996685714285714	0.00144176653222309	LGG	PC1
cluster_LGm4	cluster_LGm6	0.002	0.43356607298305	Pan.Glioma.DNA.Methylation.Cluster	0.0045	2.34678748622466	LGG	PC1
cluster_LGm5	cluster_LGm6	0.000903	0.384510028630423	Pan.Glioma.DNA.Methylation.Cluster	0.00229894736842105	2.63847097125615	LGG	PC1
cluster_IDHmut-K1	cluster_IDHmut-K2	0.39	0.0552988407673418	IDH.specific.DNA.Methylation.Cluster	0.497684210526316	0.303046137415649	LGG	PC1
cluster_IDHmut-K1	cluster_IDHmut-K3	0.00091	0.230658956283003	IDH.specific.DNA.Methylation.Cluster	0.00229894736842105	2.63847097125615	LGG	PC1
cluster_IDHmut-K1	cluster_IDHwt-K1	0.012	0.328725381726701	IDH.specific.DNA.Methylation.Cluster	0.0227368421052632	1.64326985413792	LGG	PC1
cluster_IDHmut-K1	cluster_IDHwt-K2	0.004	0.314998856879499	IDH.specific.DNA.Methylation.Cluster	0.00847058823529412	2.07208642928302	LGG	PC1
cluster_IDHmut-K1	cluster_IDHwt-K3	0.8	0.0336110182529144	IDH.specific.DNA.Methylation.Cluster	0.856588235294118	0.0672278946626955	LGG	PC1
cluster_IDHmut-K2	cluster_IDHmut-K3	1.88e-06	0.244830861558314	IDH.specific.DNA.Methylation.Cluster	6.768e-06	5.16953964996903	LGG	PC1
cluster_IDHmut-K2	cluster_IDHwt-K1	2.13e-05	0.28042637760886	IDH.specific.DNA.Methylation.Cluster	6.01411764705882e-05	4.22082808056395	LGG	PC1
cluster_IDHmut-K2	cluster_IDHwt-K2	2.18e-07	0.326583457453649	IDH.specific.DNA.Methylation.Cluster	9.81e-07	6.00833099262005	LGG	PC1
cluster_IDHmut-K2	cluster_IDHwt-K3	0.561	0.0382203527729361	IDH.specific.DNA.Methylation.Cluster	0.646272	0.189584659656645	LGG	PC1
cluster_IDHmut-K3	cluster_IDHwt-K1	3.12e-07	0.366517264679949	IDH.specific.DNA.Methylation.Cluster	1.32141176470588e-06	5.87896183092856	LGG	PC1
cluster_IDHmut-K3	cluster_IDHwt-K2	8.3e-11	0.441000734619478	IDH.specific.DNA.Methylation.Cluster	7.65e-10	9.11633856484638	LGG	PC1
cluster_IDHmut-K3	cluster_IDHwt-K3	0.006	0.194418176297586	IDH.specific.DNA.Methylation.Cluster	0.012169014084507	1.91474460624018	LGG	PC1
cluster_IDHwt-K1	cluster_IDHwt-K2	1	0.000785979919632812	IDH.specific.DNA.Methylation.Cluster	1	0	LGG	PC1
cluster_IDHwt-K1	cluster_IDHwt-K3	0.001	0.446459005173822	IDH.specific.DNA.Methylation.Cluster	0.00236065573770492	2.62696734291552	LGG	PC1
cluster_IDHwt-K2	cluster_IDHwt-K3	0.003	0.351280425703518	IDH.specific.DNA.Methylation.Cluster	0.00644776119402985	2.19059105588591	LGG	PC1
cluster_Classic-like	cluster_Codel	3.12e-07	0.366517264679949	Supervised.DNA.Methylation.Cluster	1.32141176470588e-06	5.87896183092856	LGG	PC1
cluster_Classic-like	cluster_G-CIMP-high	1.92e-05	0.2682497938421	Supervised.DNA.Methylation.Cluster	5.5296e-05	4.25730628353722	LGG	PC1
cluster_Classic-like	cluster_G-CIMP-low	0.772	0.053663106196767	Supervised.DNA.Methylation.Cluster	0.83584962406015	0.0778718485361	LGG	PC1
cluster_Classic-like	cluster_Mesenchymal-like	1	0.000785979919632812	Supervised.DNA.Methylation.Cluster	1	0	LGG	PC1
cluster_Classic-like	cluster_PA-like	0.001	0.446459005173822	Supervised.DNA.Methylation.Cluster	0.00236065573770492	2.62696734291552	LGG	PC1
cluster_Codel	cluster_G-CIMP-high	1.46e-06	0.239987328769464	Supervised.DNA.Methylation.Cluster	5.46461538461538e-06	5.26244039953629	LGG	PC1
cluster_Codel	cluster_G-CIMP-low	0.000999	0.243477291480726	Supervised.DNA.Methylation.Cluster	0.00236065573770492	2.62696734291552	LGG	PC1
cluster_Codel	cluster_Mesenchymal-like	8.3e-11	0.441000734619478	Supervised.DNA.Methylation.Cluster	7.65e-10	9.11633856484638	LGG	PC1
cluster_Codel	cluster_PA-like	0.006	0.194418176297586	Supervised.DNA.Methylation.Cluster	0.012169014084507	1.91474460624018	LGG	PC1
cluster_G-CIMP-high	cluster_G-CIMP-low	0.013	0.159404287150921	Supervised.DNA.Methylation.Cluster	0.024	1.61978875828839	LGG	PC1
cluster_G-CIMP-high	cluster_Mesenchymal-like	1.53e-07	0.315987919363189	Supervised.DNA.Methylation.Cluster	7.10709677419355e-07	6.14830777092142	LGG	PC1
cluster_G-CIMP-high	cluster_PA-like	0.528	0.0394046434010171	Supervised.DNA.Methylation.Cluster	0.618146341463415	0.208908696810336	LGG	PC1
cluster_G-CIMP-low	cluster_Mesenchymal-like	0.745	0.0454716304186724	Supervised.DNA.Methylation.Cluster	0.825230769230769	0.0834245874632942	LGG	PC1
cluster_G-CIMP-low	cluster_PA-like	0.065	0.305916550206423	Supervised.DNA.Methylation.Cluster	0.102857142857143	0.987765543582988	LGG	PC1
cluster_Mesenchymal-like	cluster_PA-like	0.003	0.351280425703518	Supervised.DNA.Methylation.Cluster	0.00644776119402985	2.19059105588591	LGG	PC1
cluster_G34	cluster_IDH	0.753	0.0159616262948439	Random.Forest.Sturm.Cluster	0.827725190839695	0.082113827359814	LGG	PC1
cluster_G34	cluster_K27	1	0.707106781186547	Random.Forest.Sturm.Cluster	1	0	LGG	PC1
cluster_G34	cluster_Mesenchymal	0.503	0.0800071120593997	Random.Forest.Sturm.Cluster	0.598611570247934	0.222854893165273	LGG	PC1
cluster_G34	cluster_RTK I 'PDGFRA'	0.5	0.38575837490523	Random.Forest.Sturm.Cluster	0.598611570247934	0.222854893165273	LGG	PC1
cluster_G34	cluster_RTK II 'Classic'	0.138	0.288532895052009	Random.Forest.Sturm.Cluster	0.200727272727273	0.697393616101064	LGG	PC1
cluster_IDH	cluster_K27	0.409	0.041413949305541	Random.Forest.Sturm.Cluster	0.507724137931034	0.294372189124327	LGG	PC1
cluster_IDH	cluster_Mesenchymal	0.002	0.139139426355397	Random.Forest.Sturm.Cluster	0.0045	2.34678748622466	LGG	PC1
cluster_IDH	cluster_RTK I 'PDGFRA'	0.084	0.0857878094014597	Random.Forest.Sturm.Cluster	0.130064516129032	0.885841170396804	LGG	PC1
cluster_IDH	cluster_RTK II 'Classic'	2.1e-06	0.229319913347524	Random.Forest.Sturm.Cluster	7.37560975609756e-06	5.13220206989057	LGG	PC1
cluster_K27	cluster_Mesenchymal	0.945	0.0106676149412533	Random.Forest.Sturm.Cluster	0.978992805755396	0.00922049964958251	LGG	PC1
cluster_K27	cluster_RTK I 'PDGFRA'	1	0.077151674981046	Random.Forest.Sturm.Cluster	1	0	LGG	PC1
cluster_K27	cluster_RTK II 'Classic'	0.759	0.0887793523236951	Random.Forest.Sturm.Cluster	0.828	0.0819696632151199	LGG	PC1
cluster_Mesenchymal	cluster_RTK I 'PDGFRA'	0.528	0.0709675649878008	Random.Forest.Sturm.Cluster	0.618146341463415	0.208908696810336	LGG	PC1
cluster_Mesenchymal	cluster_RTK II 'Classic'	0.032	0.212345510010786	Random.Forest.Sturm.Cluster	0.0555180722891566	1.25556562196092	LGG	PC1
cluster_RTK I 'PDGFRA'	cluster_RTK II 'Classic'	0.479	0.125472866521954	Random.Forest.Sturm.Cluster	0.584542372881356	0.233184001796312	LGG	PC1
FEMALE	MALE	0.383	0.0714547440071543	gender	0.50125	0.299945614371761	LAML	PC1
ASIAN	BLACK OR AFRICAN AMERICAN	0.857	0.0994490316197694	race	0.857	0.0670191780768018	LAML	PC1
ASIAN	WHITE	0.401	0.0731709692755015	race	0.50125	0.299945614371761	LAML	PC1
BLACK OR AFRICAN AMERICAN	WHITE	0.03	0.179023089608645	race	0.075	1.1249387366083	LAML	PC1
Alive	Dead	0.021	0.189241563433019	vital_status	0.075	1.1249387366083	LAML	PC1
FEMALE	MALE	0.666	0.0187415866415385	gender	0.74925	0.125373248382318	KIRC	PC2
ASIAN	BLACK OR AFRICAN AMERICAN	0.692	0.0507498714338219	race	0.754909090909091	0.122105344653842	KIRC	PC2
ASIAN	WHITE	0.652	0.0209099998802859	race	0.74925	0.125373248382318	KIRC	PC2
BLACK OR AFRICAN AMERICAN	WHITE	0.084	0.0760324673534587	race	0.144	0.84163750790475	KIRC	PC2
Stage I	Stage II	0.783	0.0154257316122063	ajcc_pathologic_tumor_stage	0.789	0.10292299679058	KIRC	PC2
Stage I	Stage III	0.002	0.157919230827844	ajcc_pathologic_tumor_stage	0.0102857142857143	1.98776554358299	KIRC	PC2
Stage I	Stage IV	0.013	0.133964854284316	ajcc_pathologic_tumor_stage	0.0334285714285714	1.47588218260411	KIRC	PC2
Stage II	Stage III	0.061	0.139929978615587	ajcc_pathologic_tumor_stage	0.1098	0.959397659885927	KIRC	PC2
Stage II	Stage IV	0.115	0.134029752983857	ajcc_pathologic_tumor_stage	0.188181818181818	0.725422339701307	KIRC	PC2
Stage III	Stage IV	0.789	0.0187991677434185	ajcc_pathologic_tumor_stage	0.789	0.10292299679058	KIRC	PC2
grade_G1	grade_G2	0.745	0.0211191076875021	histological_grade	0.788823529411765	0.103020143526675	KIRC	PC2
grade_G1	grade_G3	0.586	0.0368600621256826	histological_grade	0.7032	0.152921137934285	KIRC	PC2
grade_G1	grade_G4	0.213	0.132587534307006	histological_grade	0.292	0.534617148551582	KIRC	PC2
grade_G1	grade_GX	0.219	0.297356776670011	histological_grade	0.292	0.534617148551582	KIRC	PC2
grade_G2	grade_G3	0.005	0.134251970605964	histological_grade	0.0163636363636364	1.78612018005492	KIRC	PC2
grade_G2	grade_G4	8.06e-05	0.226916888109231	histological_grade	0.0007254	3.13942244875558	KIRC	PC2
grade_G2	grade_GX	0.06	0.123609699751404	histological_grade	0.1098	0.959397659885927	KIRC	PC2
grade_G3	grade_G4	0.052	0.116031599409707	histological_grade	0.104	0.98296666070122	KIRC	PC2
grade_G3	grade_GX	0.019	0.161268644335364	histological_grade	0.04275	1.36906388093581	KIRC	PC2
grade_G4	grade_GX	0.008	0.298888888888889	histological_grade	0.0221538461538462	1.65455086454761	KIRC	PC2
Alive	Dead	0.003	0.131258437880212	vital_status	0.0135	1.86966623150499	KIRC	PC2
	TUMOR FREE	0.157	0.0740151546173563	tumor_status	0.2355	0.628009088535085	KIRC	PC2
	WITH TUMOR	0.018	0.180479300263869	tumor_status	0.04275	1.36906388093581	KIRC	PC2
TUMOR FREE	WITH TUMOR	0.007	0.120356117482938	tumor_status	0.021	1.67778070526608	KIRC	PC2
cluster_1	cluster_2	2.79e-19	0.584392767873097	mRNA_cluster	1.0044e-17	16.9980932959591	KIRC	PC2
cluster_1	cluster_3	9.69e-07	0.3155588357855	mRNA_cluster	1.1628e-05	4.93449497690161	KIRC	PC2
cluster_1	cluster_4	1.01e-08	0.376213599417773	mRNA_cluster	1.818e-07	6.74040612111405	KIRC	PC2
cluster_2	cluster_3	0.000424	0.260675723198093	mRNA_cluster	0.002544	2.59448289302362	KIRC	PC2
cluster_2	cluster_4	0.005	0.214431850167547	mRNA_cluster	0.0163636363636364	1.78612018005492	KIRC	PC2
cluster_3	cluster_4	0.454	0.0561342356281166	mRNA_cluster	0.563586206896552	0.249039644274565	KIRC	PC2
cluster_1	cluster_2	0.000172	0.269841623356528	microRNA_cluster	0.0012384	2.90713905666118	KIRC	PC2
cluster_1	cluster_3	0.176	0.0905395187053943	microRNA_cluster	0.25344	0.596124840090601	KIRC	PC2
cluster_1	cluster_4	0.023	0.182967605364461	microRNA_cluster	0.0487058823529412	1.31241858459339	KIRC	PC2
cluster_2	cluster_3	0.005	0.174608968454811	microRNA_cluster	0.0163636363636364	1.78612018005492	KIRC	PC2
cluster_2	cluster_4	0.144	0.107265037363598	microRNA_cluster	0.225391304347826	0.647062843155056	KIRC	PC2
cluster_3	cluster_4	0.245	0.0791636101967482	microRNA_cluster	0.315	0.501689446210399	KIRC	PC2
FEMALE	MALE	0.444	0.0963320922733722	gender	0.953540983606557	0.020660636050941	KICH	PC1
ASIAN	BLACK OR AFRICAN AMERICAN	1	0	race	1	0	KICH	PC1
ASIAN	WHITE	0.601	0.070889174434725	race	1	0	KICH	PC1
BLACK OR AFRICAN AMERICAN	WHITE	0.359	0.11937473364943	race	0.953540983606557	0.020660636050941	KICH	PC1
Stage I	Stage II	0.224	0.18387141064389	ajcc_pathologic_tumor_stage	0.88590243902439	0.0526141026347357	KICH	PC1
Stage I	Stage III	0.18	0.234046814044682	ajcc_pathologic_tumor_stage	0.88590243902439	0.0526141026347357	KICH	PC1
Stage I	Stage IV	0.268	0.226769710112487	ajcc_pathologic_tumor_stage	0.88590243902439	0.0526141026347357	KICH	PC1
Stage II	Stage III	0.082	0.281284338563097	ajcc_pathologic_tumor_stage	0.88590243902439	0.0526141026347357	KICH	PC1
Stage II	Stage IV	0.105	0.296348748344179	ajcc_pathologic_tumor_stage	0.88590243902439	0.0526141026347357	KICH	PC1
Stage III	Stage IV	0.904	0.0368855556781659	ajcc_pathologic_tumor_stage	1	0	KICH	PC1
Alive	Dead	0.053	0.241303938200824	vital_status	0.88590243902439	0.0526141026347357	KICH	PC1
	TUMOR FREE	0.253	0.16163173753211	tumor_status	0.88590243902439	0.0526141026347357	KICH	PC1
	WITH TUMOR	0.769	0.14824986333222	tumor_status	1	0	KICH	PC1
TUMOR FREE	WITH TUMOR	0.26	0.141904313956717	tumor_status	0.88590243902439	0.0526141026347357	KICH	PC1
NO	YES	0.41	0.103819818813918	mtDNA.data	0.953540983606557	0.020660636050941	KICH	PC1
NO	YES	0.946	0.00944439080978473	WGS.data	1	0	KICH	PC1
FEMALE	MALE	0.444	0.0963320922733722	Gender	0.953540983606557	0.020660636050941	KICH	PC1
ASIAN	BLACK OR AFRICAN AMERICAN	1	0	Race	1	0	KICH	PC1
ASIAN	WHITE	0.601	0.070889174434725	Race	1	0	KICH	PC1
BLACK OR AFRICAN AMERICAN	WHITE	0.359	0.11937473364943	Race	0.953540983606557	0.020660636050941	KICH	PC1
No	Yes. History of Prior Malignancy	0.889	0.0192212936109622	Prior.Diagnosis..Y.N.	1	0	KICH	PC1
No	Yes. History of Synchronous and or Bilateral Malignancy	0.789	0.0372150944655107	Prior.Diagnosis..Y.N.	1	0	KICH	PC1
Yes. History of Prior Malignancy	Yes. History of Synchronous and or Bilateral Malignancy	0.857	0.14638501094228	Prior.Diagnosis..Y.N.	1	0	KICH	PC1
Left	Right	0.413	0.102827168459637	Laterality	0.953540983606557	0.020660636050941	KICH	PC1
M0	M1	0.863	0.0345306941637098	Pathologic.Spread.Distant.Metastasis	1	0	KICH	PC1
M0	MX	0.231	0.186660833375434	Pathologic.Spread.Distant.Metastasis	0.88590243902439	0.0526141026347357	KICH	PC1
M1	MX	0.727	0.14213381090374	Pathologic.Spread.Distant.Metastasis	1	0	KICH	PC1
N0	N1	0.963	0.0113039461050838	Pathologic.Spread.Lymph.Nodes	1	0	KICH	PC1
N0	N2	0.102	0.264657849611249	Pathologic.Spread.Lymph.Nodes	0.88590243902439	0.0526141026347357	KICH	PC1
N0	NX	0.107	0.209085742735387	Pathologic.Spread.Lymph.Nodes	0.88590243902439	0.0526141026347357	KICH	PC1
N1	N2	0.4	0.516397779494322	Pathologic.Spread.Lymph.Nodes	0.953540983606557	0.020660636050941	KICH	PC1
N1	NX	0.452	0.169265453211202	Pathologic.Spread.Lymph.Nodes	0.953540983606557	0.020660636050941	KICH	PC1
N2	NX	0.285	0.25025866535631	Pathologic.Spread.Lymph.Nodes	0.88590243902439	0.0526141026347357	KICH	PC1
T1	T1a	0.905	0.0816496580927726	T.Stage	1	0	KICH	PC1
T1	T1b	0.827	0.0708051480046276	T.Stage	1	0	KICH	PC1
T1	T2	0.543	0.141979233575895	T.Stage	1	0	KICH	PC1
T1	T2b	0.284	0.32479917717646	T.Stage	0.88590243902439	0.0526141026347357	KICH	PC1
T1	T3	0.333	0.597614304667197	T.Stage	0.953540983606557	0.020660636050941	KICH	PC1
T1	T3a	0.964	0.0212397697621437	T.Stage	1	0	KICH	PC1
T1	T3b	0.143	0.579750904364203	T.Stage	0.88590243902439	0.0526141026347357	KICH	PC1
T1	T4	1	0	T.Stage	1	0	KICH	PC1
T1a	T1b	0.851	0.0674199862463242	T.Stage	1	0	KICH	PC1
T1a	T2	0.763	0.0781763104994104	T.Stage	1	0	KICH	PC1
T1a	T2b	0.683	0.147087101353638	T.Stage	1	0	KICH	PC1
